Type,id
Product,Messaging
DataObject,META_DEALER (AFC)
DataObject,META_DEALER (FLC)
DataObject,META_INDUSTRYGRP (AFC)
DataObject,META_INDUSTRYGRP (FLC)
DataObject,META_MOB (AFC)
DataObject,META_MOB (FLC)
DataObject,META_MODEL (AFC)
DataObject,META_MODEL (FLC)
DataObject,META_PORTFOLIO (AFC)
DataObject,META_PORTFOLIO (FLC)
ApplicationFunction,Metrics Calculating
ApplicationFunction,Metrics Rule Platform
ApplicationService,Mexico Automated Voucher
ApplicationComponent,MicroService 1-User Service
ApplicationComponent,MicroService 2- Document Service
ApplicationComponent,MicroService X - XXX Service
CommunicationNetwork,Microsoft 365 Platform
ApplicationComponent,Microsoft Integration Runtime
ApplicationService,Mindgram Web Platform
Constraint,Minimal or No Regret Moves
Capability,Mission Development
BusinessActor,MLRO - EMEA (As-Is)
BusinessActor,MLRO - EMEA (To-Be)
ApplicationInterface,Mobile
ApplicationFunction,Mobile Applications
ApplicationFunction,Mobile Messaging
ApplicationComponent,Mobility for Collection
ApplicationComponent,Mobility for Quotation
Product,MOD - Motor Own Damage
Product,Modification Solution
Principle,Modularization & Encapsulation
Grouping,Modules in FinanceFlex
Capability,Money Movement Management
BusinessProcess,Monitoring & Screening Active Customers / UBO / Guarantor Data
ApplicationFunction,Monitoring Name List Setting
BusinessProcess,Monitoring Sales Performance - India
Constraint,Month End Reports to HQ and Regulator (Automation)
DataObject,Month_End_Income_Report
DataObject,Month_End_Income_Report_Htr
DataObject,Monthly GPS Audit Report
DataObject,Monthly Position Changing Report
DataObject,Monthly Trend Alert Report
DataObject,Monthly WH By Customer Report
DataObject,Mortage Status List
BusinessProcess,Move Change to Production Environment
Node,MQ (CSN)
Node,MQ (EBN)
Device,MQ Server - China (Prod)
Device,MQ Server (Sample)
ApplicationService,MS Graph API
Artifact,MT940
Artifact,MT942
Product,MTPL - Motor Third Party Liability
Product,MTPL+MOD Bundle
Product,MTPL+MOD+GAP Bundle
ApplicationFunction,Multi-Language
Product,My Truck
SystemSoftware,MySQL for POC
ApplicationFunction,MyTrailhead
ApplicationService,Name List Lookup Service Handler
ApplicationFunction,Name List Management
ApplicationFunction,Name List Preparation and Load
ApplicationFunction,Name List Query and Indexing
ApplicationFunction,Name List Reporting
ApplicationService,Name List Review and Recording Screen
ApplicationFunction,Name List Screening
BusinessActor,National Payment Corporate - India
Product,NATS-North American Transaction Services
Device,NAVAP01D
Device,NAVAP01P
ApplicationFunction,Navigation & Selection Page
Node,NC (Iaas zStack)
Device,NC (Iaas zStack) (change to node)
Device,NC (Iaas zStack) (MD)
Device,NC (ops1)
Device,NC (ops1) (MD)
Device,NC (ops2)
Device,NC (ops2) (MD)
Device,NC (ops3)
Device,NC (ops3) (MD)
ApplicationService,NCIIC (Public Security Ministry)
ApplicationService,NCIIC Site
BusinessProcess,Needed Contract Restructure Request
Goal,needs to be system generated with necessary controls and should be independent of workflow hierarchy.
BusinessProcess,Net the Wholesale Balance from Dealer Proceeds - US/CA
TechnologyService,NetApp
ApplicationComponent,Netezza
Equipment,Network Equipment : Switch / AP
Artifact,Network Logs
TechnologyService,Network Service
Goal,New / Existing Customer Identification (客户风险等级识别)
BusinessProcess,New AML Identification to Changed Lessee
ApplicationInterface,New API Layer
ApplicationComponent,New Australia CMS Solution
Value,New Business Opportunities
Product,New Excavator / Truck
DataObject,New service case
WorkPackage,New Tool PoC (CA / UK)
Product,New Truck Service Contract - Neitherlands & Belgium
DataObject,New/updated customer data
ApplicationComponent,new_ACE_China-AFC/FLC (logical seperating)
ApplicationComponent,New_VFS Korea FEA(POS)
Grouping,No01 公共信息 Public Info
Grouping,No02 会计记账信息 Accounting Info
Grouping,No03 客户信息 Customer Info
Grouping,No04 交易信息 Transaction Info
Grouping,No05 信贷管理信息 Credit Management Info
Grouping,No05_01 经销商贷款业务 Dealer Loan Business
Grouping,No05_02 零售贷款业务 Retail Loan Business
Grouping,No06 资金业务信息 Treasury Business Info
Node,Node
Constraint,Non availability of documetns collected by sales during previous loan application resulting in repeat document collection
DataObject,Non Zuora Transactions
DataObject,Non_Financial_Report
BusinessFunction,Non-Asset Based Request - NA
BusinessObject,Non-interbank loan
BusinessFunction,Non-Standard Document Generation - NA
Location,NORDICS
Location,North America
Constraint,Notice of the China Anti-Money Laundering Monitoring and Analysis Center on Further Clarifying the Data Reporting Requirements for Large Transaction and Suspicious Transaction Reports
Constraint,Notice of the People’s Bank of China Business Management Department forwarding the relevant documents of the People’s Bank of China on the elements and interpretations of large-value transactions and suspicious transaction reports
Constraint,Notice of the People’s Bank of China’s Business Management Department forwarding the People’s Bank of China’s Anti-Money Laundering Bureau on Legal Person Financial Institutions’ Money Laundering and Terrorist Financing Risk Management Guidelines (Trial) Documents
Constraint,Notice of the People's Bank of China Business Management Department forwarding the relevant documents of the People's Bank of China General Office on Doing a Good Job in Anti-Money Laundering Monitoring and Analysis of the Second-Generation System Online Work
Constraint,Notice of the People's Bank of China on Clarifying Issues Concerning the Implementation of the Suspicious Transaction Reporting System
Constraint,Notice of the People's Bank of China on Financial Institutions' Money Laundering and Terrorist Financing Risk Assessment and Customer Classification Management Guidelines
Constraint,Notice of the People's Bank of China on Further Doing a Good Job in the Identification of Beneficiary Owners
Constraint,Notice of the People's Bank of China on Further Strengthening the Anti-money Laundering Work of Financial Institutions
Constraint,Notice of the People's Bank of China on Printing and Distributing Guidelines for the Establishment of Anti-money Laundering Transaction Monitoring Standards for Obligatory Institutions
Constraint,Notice of the People's Bank of China on Strengthening Account Opening Management and Follow-up Control Measures for Suspicious Transaction Reports
Constraint,Notice of the People's Bank of China on Strengthening Anti-money Laundering Work in Cross-border Remittance Business
Constraint,Notice of the People's Bank of China on Strengthening the Anti-money Laundering Performance Management of Financial Practitioners and Related Anti-Money Laundering Internal Control Construction
Constraint,Notice of the People's Bank of China on Strengthening the Management of Payment and Settlement and Preventing New Types of Illegal Crimes in Telecommunications Networks
Constraint,Notice of the People's Bank of China on Strengthening the Relevant Work of Anti-money Laundering Customer Identification
Constraint,"Notice of the People's Bank of China on the Implementation Requirements of the ""Measures for the Administration of Large-Value Transaction and Suspicious Transaction Reports of Financial Institutions"
ApplicationFunction,Notification (DB and Email)
BusinessRole,NPCI - India
ApplicationService,NPCI Portal
Capability,NS Core Transaction Layer
Capability,NS Cyber Security
Capability,NS Data Layer
Capability,NS Infrastructure Layer
Capability,NS Integration Layer
Capability,NS L0 Core Functions
Capability,NS L0 Supporting Functions
Capability,NS L1 Commercial Service & Solutions
Capability,NS L1 Commercial Service & Solutiosn Development
Capability,NS L1 Customer and Partner Engagement
Capability,NS L1 Ditigal & IT
Capability,NS L1 Finance
Capability,NS L1 HR
Capability,NS L1 Property & Facility
Capability,NS L1 Purchasing & Sourcing
Capability,NS L1 R&D and Product Development
Capability,NS L1 Supply Chain Management and Manufacturing
Capability,NS L2 Accounting
Capability,"NS L2 Aftermarket Prep. Certification Compliance, IP"
Capability,NS L2 Aftermarket Supply Chain Planning
Capability,NS L2 Application Development
Capability,NS L2 Business Development
Capability,NS L2 CAE and Simulation
Capability,NS L2 Capital Management
Capability,NS L2 Commercial Offer Management
Capability,NS L2 Commercial Operations
Capability,NS L2 Continual Service Improvement
Capability,NS L2 Controlling
Capability,NS L2 Cost Management
Capability,NS L2 CRM
Capability,NS L2 Customer and Partner Support
Capability,NS L2 Customer Order Handling
Capability,NS L2 Customs and Trading Management
Capability,NS L2 Delivery and Activation
Capability,NS L2 Diagnostic Development
Capability,NS L2 EA & Portfolio Management
Capability,NS L2 Embedded Software
Capability,NS L2 Facility Service Management
Capability,NS L2 FI Information Mangement
Capability,NS L2 Financial Reporting
Capability,NS L2 Health & Safety
Capability,NS L2 HR Administration
Capability,NS L2 HR Service Delivery
Capability,NS L2 Industrialization
Capability,NS L2 Innovation Management
Capability,NS L2 Investment
Capability,NS L2 IT Governance & Value Management
Capability,NS L2 IT Service Management
Capability,NS L2 IT Sourcing and Controlling
Capability,NS L2 IT Strategy
Capability,NS L2 Lifecycle Deliverables Management
Capability,NS L2 Maintenance and Repair
Capability,NS L2 Maintenance Operations Management
Capability,NS L2 Marketing
Capability,NS L2 Operational Controlling
Capability,NS L2 Operational Purchasing
Capability,NS L2 Packaging Material Management
Capability,NS L2 Partnership Negotiation (Insurance)
Capability,NS L2 Performance Management
Capability,NS L2 Physical Build Portotyping
Capability,NS L2 Product Data Management
Capability,NS L2 Production Material Handling
Capability,NS L2 Production Material Planning
Capability,NS L2 Production Operations Management
Capability,NS L2 Production Order Planning
Capability,NS L2 Project Management
Capability,NS L2 Property Asset Management
Capability,NS L2 Property Project Management
Capability,NS L2 Purchasing Supporting Capabilities
Capability,NS L2 Quality Management
Capability,NS L2 Quality Operations Management
Capability,NS L2 R&D Analytics
Capability,NS L2 R&D Finance Project & Portfolio
Capability,NS L2 Requirements Management
Capability,NS L2 Rig Operation and Digitalization
Capability,NS L2 Sales
Capability,NS L2 Sourcing
Capability,NS L2 Supplier Relationship Management
Capability,NS L2 Talent Management
Capability,NS L2 Tax
Capability,NS L2 Test Collaboration and Analytics
Capability,NS L2 Transport Management
Capability,NS L2 Travel and Expense Management
Capability,NS L2 Treasury
Capability,NS L2 Virtual Product Data Management (VPDM)
Capability,NS L2 Warehouse Management
Capability,NS L2 Workforce Analytics
Capability,NS Smart Business Layer
Capability,Objective Achievement Determination
Capability,Objective Setting
BusinessProcess,Obtain approved OPAC from through email
BusinessProcess,Obtain customer total exposure and payment performance
ApplicationFunction,"OCR - Layout analysis, line and word detection, etc"
Meaning,OCR and Capture the data for relevant Banking and Financials parameters and input in require credit screens
ApplicationFunction,OCR for Financial Statement
ApplicationFunction,ODI
BusinessObject,ODI(Overdue Interest)
BusinessObject,OEM
ApplicationComponent,OEM Dealer System
BusinessObject,OEM PRODUCT
Capability,OFFER - Flexible Programs
Capability,"OFFER - Options, Pricing"
Capability,Offer Creation
Capability,Offer Management
ApplicationComponent,Offer Module
ApplicationFunction,Offer Negotiation
Constraint,"Offer Pipeline/Application Pipeline/Approved Dealer Pipeline/Activated Deals Pipeline (Automation of Data Flow, Realtime Report Creation)"
Capability,Offer Validation
CommunicationNetwork,Office Network Dedicated To Connect With IBK
ApplicationFunction,Omni-Channel
ApplicationFunction,Omni-Channel Routing
Equipment,OMR Switch
ApplicationComponent,OnDemand
Node,OnGuard App Server
Node,OnGuard Database
Node,OnGuard Web Server
Constraint,Online Banking Solutions for Customer Payments
BusinessCollaboration,On-site DD Authorization
Product,On-Site Servicing
DataObject,OPAC_Report
BusinessProcess,Open Authorization Request List
Product,Operating Lease
Product,Operating Lease - Australia
ApplicationComponent,Operating Lease Mgmt (to-be)
BusinessActor,Operation Department - China
BusinessActor,Operation Manager - China
BusinessProcess,Operation Notify Dealer the Information Change Completed
BusinessProcess,Operation Office Login AML and Upload Customer New Information
BusinessActor,Operation Officer - China
BusinessProcess,Operation Officer Review Information
BusinessProcess,Operation Update Customer Information in CMS
Value,Operational Efficiency / Process Efficiency
ValueStream,Operational Value Streams
BusinessActor,Operations
BusinessActor,Operations - Australia
BusinessActor,Operations - India
BusinessActor,Operations - Turkey
BusinessActor,Operations - ZA
BusinessActor,Operations Director
BusinessActor,Operations Manager
BusinessActor,Operations Officer - Australia
DataObject,Operations Reports (AFC) QlikView
DataObject,Operations Reports (AFC) SSRS
DataObject,Operations Reports (FLC) QlikView
DataObject,Operations Reports (FLC) SSRS
Constraint,Opinions on Strengthening Information Security Assurance Work
ApplicationFunction,Opportunity / Pipeline Mgmt
Device,Oracel Database (Hotel)
SystemSoftware,Oracle19c-EAST-AFC-UAT
DataObject,Order Book
CourseOfAction,Order Equipment
ApplicationFunction,Order Management
Capability,Order Management
CourseOfAction,Order Received
CourseOfAction,Order Recevied
ApplicationFunction,ORG. Chart
BusinessObject,Organization
Grouping,Organization Information
Grouping,Original AD Related Data
DataObject,Original Docs In & Out Tracking
DataObject,Original Load Docs Issue List
DataObject,Original Package Docs Pending
DataObject,Original_Load_Docs_Issue_List
DataObject,Original_Package_Docs_Pending
Capability,Originations
DataObject,Originations
ValueStream,Originations
Grouping,Originations Blueprint
ApplicationComponent,Originations tool
ApplicationComponent,Originations tool customer data provider
ApplicationComponent,Originations tool data pond
Artifact,OS Logs
Artifact,"OS, Database and Network Logs"
Product,Other Checks
Product,Other Repairs - Netherlands
Product,Other Value-Added Services (China)
BusinessService,Out of Scope
BusinessProcess,Outbound call customer
ApplicationService,Outbound Line Setting
ApplicationComponent,Outlook
ApplicationComponent,Output-QlikView (China)
ApplicationProcess,Outputs for Global
ApplicationComponent,Output-SSRS (China)
DataObject,Overdue_Report_By_Dealer
BusinessObject,Overdues (Collections)
BusinessRole,Owner
ValueStream,OWNERSHIP AND RE-PURCHASE
ApplicationComponent,PaaS Applications
BusinessProcess,Package Audit - US/CA
BusinessProcess,Package PBOC Reports - China
Goal,Parallel work flow based
Goal,Parametrization required for adding any other fields in future
BusinessRole,Parent
BusinessFunction,Parent Deal / Takedown - NA
DataObject,Parternership Org Info@Quarterly
Product,Participation
BusinessRole,Partner
ApplicationFunction,Partner Community Support
ApplicationFunction,Partner Management
Capability,Partner Management
Product,Parts & Workshop Services Financing
ValueStream,Parts and Services Financing
Product,Parts Financing
BusinessObject,Party
BusinessProcess,Pay Reimbursement
DataObject,PAYABLE_MAIN_INFORMATION
DataObject,PAYABLE_MAIN_INFORMATION (FLC)
BusinessRole,Payee
BusinessRole,Payer
BusinessObject,Payer ID and Contract information
ApplicationFunction,PayerID Management
ApplicationFunction,PAYMENT
BusinessObject,PAYMENT
ApplicationFunction,Payment & AR
BusinessObject,Payment (Operations)
BusinessProcess,Payment Allocation - China
BusinessProcess,Payment Clearing - China
BusinessProcess,Payment for Rental
BusinessObject,Payment Info
DataObject,Payment Info from CITI bank
Capability,Payment Management
ApplicationFunction,Payment Plan
BusinessObject,Payment Plan
ApplicationFunction,Payment Plan and Interest Posting
BusinessFunction,Payment Plan and Interest Posting - China
BusinessProcess,Payment Process
BusinessObject,Payment Record
DataObject,Payment schedule
ApplicationComponent,Payment schedule calculator
ApplicationService,Payment schedule generation
BusinessService,Payment Schedule Service
ApplicationComponent,Payment schedule solution
BusinessProcess,Payment Seperation (VTC or Dealer) - China
BusinessObject,Payment Statement
ApplicationFunction,Payment Statement Management
DataObject,Payment_Record_Report
DataObject,PAYSCHDT
DataObject,PAYSCHDT (FLC)
DataObject,PAYSCHED
DataObject,PAYSCHED (FLC)
Driver,"PBOC (The People's Bank Of China) issued guideline to establish comprehensive interest rate analysis platform on Apr. 1st , requesting 4600 financial institutions including Auto Finance Companies to implement IMAS “Interest-rate Monitor and Analysis System” in order to realize daily collection of financial institutions' detailed business data."
ApplicationService,PBOC AML Monitoring Center
ApplicationService,PBOC Credit Service
Grouping,"PBOC IMAS : Standard, Specification and Guidelines"
DataObject,PBOC Leasing Registration Report
Driver,PBOC Needs Financial Company to Implement Dedicated AML System
Grouping,PBOC Related
ApplicationService,PBOC Site
Device,PBOC Standalone PC
DataObject,PBOC_Base_Reports
DataObject,PBOC_Bothside_Company
DataObject,PBOC_Bothside_Individual
CommunicationNetwork,PBOC<CI>
ApplicationService,PBOC2 Reporting Website
ApplicationService,Pdf generation
Grouping,People
ApplicationInterface,Perfios
ApplicationComponent,Perfios (Banking & Financial Analysis Tool)
BusinessProcess,Perform Authentication from Destination Bank
BusinessProcess,Perform credit underwriting and provide/obtain credit approval
BusinessProcess,Perform On-site DD Authorization
BusinessProcess,Perform Testing - India
ApplicationComponent,Performance Analysis
ApplicationFunction,Performance Obligation
BusinessProcess,Perfrom Termination
Product,PERSON - Body Injury
DataObject,Person Org
BusinessObject,Personal Loan
BusinessObject,Personal Retail Customer
ApplicationFunction,Personalization
DataObject,PERSONORGANIZATION
DataObject,PERSORG
DataObject,PERSORG (FLC)
DataObject,PERSORGR
DataObject,PERSORGR (FLC)
DataObject,PERSORGTAXINFO
DataObject,PERSORGTAXINFO (FLC)
Plateau,Phase 1 - Build Up Credit Portal
WorkPackage,Phase 1 Rollout (Manually Entry)
WorkPackage,Phase 1.5 SSO Authentication
Plateau,Phase 2 - Integration between Credit Portal and LOS
WorkPackage,Phase 2 Rollout (Scanning Solution / Dealer Template)
Plateau,Phase 3 - Align with AML and ACE Platform
WorkPackage,Phase 3 Integration with DBB
WorkPackage,Phase Out RiskAnalyst
WorkPackage,Phase Out Spreadsheet Based Tool
BusinessProcess,Phone check
Product,Phone Collection
BusinessProcess,Phone Collection - China
BusinessActor,Phone Collector - China
ApplicationFunction,Phone Integration
ApplicationService,Phone Scripts Setting
BusinessProcess,"Phone tracking, CMS/DCS access and usage, daily clearance process"
BusinessEvent,Physical Mandate Completed
BusinessEvent,Physical Mandate Start
Device,PingAccess
Equipment,PingAccess - China (Prod) (?)
TechnologyService,PingAccess - GOT
TechnologyService,PingFederate - GOT
ValueStream,Planning
ApplicationFunction,Platform
ApplicationFunction,Platform Events
Node,Platform Jump Server
Device,Platform Jump Server (change to node)
ApplicationFunction,Plus Community
ApplicationComponent,PM China AFC Instance
SystemSoftware,PM China Edu SQL DB (new SQL2019)
ApplicationFunction,PM China HMG Adaptor for SDZB
Device,PM China new Edu App Server
Device,PM China new Prod App Server
Device,PM China new QA App Server
SystemSoftware,PM China Prod SQL DB
SystemSoftware,PM China Prod SQL DB (new SQL2019)
SystemSoftware,PM China QA SQL DB (new SQL2019)
SystemSoftware,PM China Test SQL DB
SystemSoftware,PM China UAT SQL DB
ApplicationComponent,PM EMEA - Australia Instance
ApplicationComponent,PM EMEA - CN-FLC Instance
ApplicationService,PM HMG Adapter_Prod
ApplicationService,PM HMG Adapter_UAT
ApplicationComponent,PM HMG Adaptor
ApplicationService,PM Service_Prod
ApplicationService,PM Service_UAT
BusinessActor,PM Super User - China
DataObject,PM_Company@Quarterly
DataObject,PM_Individual@Quarterly
BusinessActor,PMCC - China
DataObject,POA Signing Result
ApplicationComponent,Point of Sales Solution
Capability,Policy Management
BusinessProcess,Populate Scorecards - A
BusinessActor,Portfolio Mgmt Manager - China
Product,Positioning
Requirement,"Possible types of collaterals can be movable, immovable, instruments, IP, book debt, inventory, etc. (configurable for any additional type)"
BusinessProcess,Post Funding Follow Up - US/CA
DataObject,Post Information
ApplicationFunction,Posting
DataObject,POSTING_RECEIPT@Quarterly
DataObject,Posting_Report
Capability,Potential New Capability
ApplicationComponent,Power BI Report Server
Product,Powertrain Repair - Netherlands
Product,PPI - Payment Protection Insurance
TechnologyService,PRD MQ SRV Channel - PBOC2.SRV01
TechnologyService,PRD MQ SRV Channel - TWS.SRV01
DataObject,Pre-Approval_Process_Report_Detail
BusinessEvent,Pre-Binding Completed
BusinessEvent,Pre-Binding Started
Goal,Pre-defined master of locations or product required
ApplicationFunction,Predictive Insight
ApplicationService,Preliminary credit decision (for French market)
Product,PREMIUM - Australia
BusinessProcess,Prep for Payment and Booking - US/CA
BusinessProcess,Prepare daily report to Finance
BusinessProcess,Prepare outbound call list
BusinessProcess,Prepare Payment Allocation Spreadsheet (Manually)
BusinessProcess,Prepare the Offer Letter and shares PDF version with Sales
BusinessProcess,Prepare Write Off Proposal
ValueStream,PRE-PURCHASE
Value,Prevention of Losses
Product,Preventive Maintenance
ApplicationFunction,PRICING
BusinessObject,PRICING
Value,PRICING
ApplicationFunction,Pricing & Packaging
BusinessObject,Pricing (Sales)
ApplicationService,Pricing approval orchestration
BusinessActor,Pricing Committee
Value,Pricing Competitiveness
ApplicationService,Pricing matrix management
BusinessProcess,Pricing Policy - India
ApplicationService,Pricing Services
ApplicationService,Printing files
BusinessProcess,Prioritize credit approvals
ApplicationFunction,Privacy & Identity
Node,Private Link
BusinessProcess,Proactive Continuous AML Identification
ApplicationComponent,Probe
Grouping,Process
BusinessProcess,Process Customer Information Change
BusinessProcess,Process Day-End - China
BusinessProcess,Process ET Receipt - China
BusinessProcess,Process Month-End - China
ApplicationFunction,Process Orchastration
DataObject,Processed analytical data
ApplicationFunction,Processing Logging
DataObject,Processing Logs
DataObject,PROCESSING_DAY
DataObject,PROCESSING_DAY (FLC)
BusinessRole,Processor
SystemSoftware,Prod SQL DB for Finscan AFC
BusinessProcess,Produce PBOC Reports - China
BusinessProcess,Produce Reports Required By EAST - China
Assessment,Product & Services Rules (to be added)
Capability,Product and Service Enabling
Grouping,Product and Service Enabling
BusinessProcess,Product Design and Pricing
CourseOfAction,Product Fit to Customer Specific Needs & Operations
BusinessActor,Product Head - India
Capability,Product Level Risk
ApplicationFunction,Product Management
Capability,Product Management
BusinessRole,Product Owner
CourseOfAction,Product Perform According to Customer Expectations
Capability,Product Remarketing
ApplicationFunction,Production/Recycling Library
Value,Productivity
Value,Profitability
BusinessProcess,Pro-forma Pricing - India
WorkPackage,Project for China Wholesale Solution Development
BusinessObject,PROMOTION
BusinessProcess,Proposal to EMT - India
ApplicationFunction,Proprietary Database
ApplicationComponent,ProSpread
ApplicationComponent,ProSpread Hub
ValueStream,Protection of Damage or Loss
BusinessProcess,Provide clearance report
BusinessProcess,Provide details for eMandate registration to Sales team of  VFS India
BusinessProcess,Provide KYC documents
Goal,"Provide multiple payment mechanism to customers, e.g. wallets, online, card, etc."
BusinessProcess,Provide Payer ID to Customer
BusinessProcess,Provide phone script/msg template for business/ regulation needs
BusinessProcess,Provide Rate Approval
BusinessProcess,Provide template for msg/call
BusinessProcess,Provide volvo bank account number
BusinessProcess,Provides clarification to credit along with Pending documents
DataObject,Provision_Report
ValueStream,PSF-01 Receive Pricing Agreement Structure
ValueStream,PSF-02 VFS Request Credit Check
ValueStream,PSF-03 Driver Orders Parts & Servicing
ValueStream,PSF-04 Validate PO within Guidelines
ValueStream,PSF-05 Dealer Invoices VFS - Daily
ValueStream,PSF-06 VFS Create Payable to Dealer; Receivable to Customer
ValueStream,PSF-07 VFS Pays Drivers (-x%) within 2 Days
ValueStream,PSF-08 Customer can Access Online Statement
ValueStream,PSF-09 Customer Pays Monthly
Constraint,Public Safety Business Continuity Management System Business Impact Analysis Guide
Constraint,Public Safety Business Continuity Management System Requirements
ValueStream,Purchase
Requirement,Push capabilities for notifying a third party consent.
Value,Quality
ApplicationService,Query Payer ID
Product,Quick Application and Assessment Result Inquiry
ApplicationService,Quotation
BusinessProcess,Quotation - KR
ApplicationFunction,Quotation & Contract Initiation
BusinessProcess,Quotation Approval / Reject
BusinessService,Quotation Service
Constraint,"Quotation via Dealer Salesmen: Easy to Handel Calculation ""Tool"""
Constraint,Quotation via TM: Dealer Salesmen and TM Interaction; Exchange of Basic Information/Data needed to Create a Payment Plan
DataObject,QUOTATION_DASHBOARD
BusinessProcess,Quote
Representation,Quote
Capability,Quote & Contract Initiation
BusinessObject,Quote (Sales)
BusinessObject,QUOTE / DEAL
ApplicationService,Quote creation
ApplicationFunction,Quote Entry - NA
ApplicationFunction,Quote Management
ApplicationService,Quote mastering
ApplicationService,Quote UI for dealers
ApplicationService,"Quote UI for VFS Sales,TMs and dealers"
BusinessObject,Quoted Asset (Sales)
BusinessProcess,Raise ET Request - China
BusinessProcess,Raise Lump Sum Pay Request - China
ApplicationService,Raise Work Order
ApplicationFunction,Rating & Billing
Capability,Ratio Analysis
ApplicationComponent,RBA (Risk Based Approach) Module
BusinessProcess,RBA Automated Check in PM
ApplicationComponent,RBA Module - Europe
BusinessProcess,RBA with KYC Questions
BusinessObject,RBI Defaulters / VFS Negative Customer List / Reject List
BusinessProcess,RBI Defaulters / VFS Negative Customer List / Reject List Check - India
BusinessActor,rds\cs-ws-s-SER_VFS_NAV
BusinessActor,rds\cs-ws-s-VFS_NAV_PROD
BusinessProcess,Reactive Continuous AML Identification
Product,Real Estate Loans
Goal,"Real time flow is expected, not batch"
Product,Real Time Monitoring
Product,Real Time Monitoring - Netherlands
ApplicationFunction,Real Time Pre-Alerting
Goal,"Real time repo kit generation is required, current system does it next day"
Requirement,Real time sync required with LMS
BusinessProcess,Re-AML Identification for Same Customer
Product,Rear Axle Repairs
DataObject,Receipe_Detail_Report
BusinessObject,Receipt
ApplicationFunction,Receipt Cancellation
BusinessProcess,Receive accounting entry request by email with approval attached
BusinessProcess,Receive KYC document from Sales / Writers Team for CIBIL generation
BusinessProcess,Receive Offer Letter
BusinessProcess,Receives Offer Letter and takes Customer’s Signature.  Initiate LOS Entry for cases​
BusinessProcess,Receives Rate Approval and Issues Offer Letter
Value,Recognition
ValueStream,Recognize Protection Needs
BusinessProcess,Record call hisotry
BusinessService,Record Calls History
Requirement,Record Retention Requirement
ApplicationService,Recording Quality Inspection
BusinessObject,Recoverable Asset (Remarketing)
BusinessActor,Recruiter
BusinessActor,Recruitment & Staffing
DataObject,Redemption_Shortfall_Query
Product,Refinancing
BusinessActor,Regional CFO
BusinessActor,Regional Functional VP
Capability,Regional Level Risk
BusinessActor,Regional Marketing
BusinessActor,Regional President
BusinessProcess,Register / Reject Mandate
ApplicationInterface,Register KYC Entry
ApplicationInterface,Register UBO
BusinessProcess,Registration
BusinessProcess,Regular Compliance AML Checking Result Follow Up
ApplicationFunction,Regular Filled In Report by Regulator
Constraint,Regulations for Emergency Management of Important Information Systems in the Banking Industry (Trial)
Constraint,Regulations of the People's Republic of China on the Administration of Gold and Silver
Constraint,Regulations on Foreign Exchange Administration
Constraint,Regulations on the Real-Name System for Deposits in Personal Accounts
ApplicationFunction,Regulatory Required Reports
BusinessEvent,Reimbursement Completed
BusinessEvent,Reimbursement Started
BusinessProcess,Reject Quotation
BusinessProcess,Reject Review - India
BusinessObject,Related Person
WorkPackage,Release 1 Development (From xxx To xxx)
WorkPackage,Release 2 Development
WorkPackage,Release 3 Development
WorkPackage,Release 4 Development
WorkPackage,Release 5 Development
WorkPackage,Release 6 Development
WorkPackage,Release 7 Development
Value,Relevance / Market Share / Penetration
BusinessObject,Remaining Principal
BusinessObject,REMARKETING
BusinessObject,Remarketing Asset (Remarketing)
BusinessActor,Remarketing Manager
BusinessActor,Remarketing Staff
BusinessProcess,Remarkting - China
BusinessObject,Remmittence Receipt
Node,Remote Descktop Web Access
Node,Remote Desktop Gateway
TechnologyService,Remote Desktop Service
Product,Remote Workshop Connection
BusinessRole,Renault Truck (RT)
Product,Renault Trucks Service Contract
Product,Renault Trucks Service Contract - Neitherlands & Belgium
Product,Renault Trucks Service Contract - UK
BusinessProcess,Renew Offer
BusinessProcess,Renewals
BusinessObject,Rental(Principal + Interest)
DataObject,Repair & Maintenance
Product,Repairs
DataObject,Repayment_Plan
DataObject,Repeat Customer Check
Value,Repeat Work
DataObject,Repeat_Customer_Check_Report
Product,Replacement Vehicle (?)
ValueStream,Report Incident
ApplicationFunction,Report Management
ApplicationProcess,Report Multiple Approval
BusinessProcess,Report Suspecious Transaction
BusinessProcess,Report suspicious transaction to compliance in AML system
BusinessProcess,Report to Compliance Organization for Further Action
ApplicationFunction,Reporting
ApplicationFunction,Reporting & Analytics
ApplicationService,Reporting / Analytics
BusinessProcess,Reporting and Analytics - China
ApplicationFunction,Reporting Management
ApplicationComponent,Reporting service
Requirement,Reports of credit checks to be stored in system and available for future reference
BusinessFunction,Reports Regarding Interest and ODI - China
Grouping,Reports Required By CBIRC
Constraint,Reports to the Regulator
BusinessProcess,Repossession - China
DataObject,REPOSSESSION (CHN FLC/KOR/IND)
DataObject,REPOSSESSION (IND)
BusinessProcess,Request Customer To Sign - China
BusinessRole,Requester
ApplicationFunction,Required Credit Conditions
BusinessProcess,Required Data Completing
ApplicationFunction,Required Documentation
Capability,Residual Value Commitment
ApplicationInterface,Rest API : Send SMS
ApplicationInterface,Rest API: Company Information Synchronization
ApplicationInterface,Rest API: Convert Template To PDF Format
ApplicationInterface,Rest API: Corporate POA Signing
ApplicationInterface,Rest API: Individual POA Signing
ApplicationInterface,Rest API-AFC Corporate POA Signing Callback
